TNAME	SUBKINGDOM	INFRAKINGDOM	SUPERPHYLUM	PHYLUM	SUBPHYLUM	INFRAPHYLUM	SUPERCLASS	CLASS	SUBCLASS	INFRACLASS	SUPERORDER	ORDER	SUBORDER	INFRAORDER	SUPERFAMILY	FAMILY	SUBFAMILY	TRIBE	SUBTRIBE	GENUS	SPECIES	NUMOCC	otufin	otufin2
ZAVRELIMYIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	TANYPODINAE	PENTANEURINI	NA	ZAVRELIMYIA	NA	46	ZAVRELIMYIA	ZAVRELIMYIA
PROCLADIUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	TANYPODINAE	PROCLADIINI	NA	PROCLADIUS	NA	67	PROCLADIUS	PROCLADIUS
CULICIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CULICIDAE	NA	NA	NA	NA	NA	40	CULICIDAE	CULICIDAE
DIXA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	DIXIDAE	NA	NA	NA	DIXA	NA	179	DIXA	DIXA
DIXELLA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	DIXIDAE	NA	NA	NA	DIXELLA	NA	29	DIXELLA	DIXELLA
PROSIMULIUM	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	SIMULIIDAE	SIMULIINAE	PROSIMULIINI	NA	PROSIMULIUM	NA	13	PROSIMULIUM	PROSIMULIUM
STEGOPTERNA.MUTATA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	SIMULIIDAE	SIMULIINAE	PROSIMULIINI	NA	STEGOPTERNA	STEGOPTERNA.MUTATA	1	STEGOPTERNA.MUTATA	STEGOPTERNA.MUTATA
SIMULIUM.AESTIVUM	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	SIMULIIDAE	SIMULIINAE	SIMULIINI	NA	SIMULIUM	SIMULIUM.AESTIVUM	19	SIMULIUM.AESTIVUM	SIMULIUM.AESTIVUM
SIMULIUM.JENNINGSI	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	SIMULIIDAE	SIMULIINAE	SIMULIINI	NA	SIMULIUM	SIMULIUM.JENNINGSI	130	SIMULIUM.JENNINGSI	SIMULIUM.JENNINGSI
SIMULIUM.TUBERSOM	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	SIMULIIDAE	SIMULIINAE	SIMULIINI	NA	SIMULIUM	SIMULIUM.TUBERSOM	797	SIMULIUM.TUBERSOM	SIMULIUM.TUBERSOM
SIMULIUM.VITTATUM	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	SIMULIIDAE	SIMULIINAE	SIMULIINI	NA	SIMULIUM	SIMULIUM.VITTATUM	108	SIMULIUM.VITTATUM	SIMULIUM.VITTATUM
SIMULIUM	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	SIMULIIDAE	SIMULIINAE	SIMULIINI	NA	SIMULIUM	NA	102	SIMULIUM	NA
SIMULIIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	SIMULIIDAE	NA	NA	NA	NA	NA	4	SIMULIIDAE	NA
THAUMALEA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	THAUMALEIDAE	NA	NA	NA	THAUMALEA	NA	1	THAUMALEA	THAUMALEA
PERICOMA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	PSYCHODOMORPHA	NA	PSYCHODIDAE	PSYCHODINAE	NA	NA	PERICOMA	NA	40	PERICOMA	PERICOMA
PSYCHODA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	PSYCHODOMORPHA	NA	PSYCHODIDAE	PSYCHODINAE	NA	NA	PSYCHODA	NA	17	PSYCHODA	PSYCHODA
PTYCHOPTERIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	PTYCHOPTEROMORPHA	NA	PTYCHOPTERIDAE	NA	NA	NA	NA	NA	3	PTYCHOPTERIDAE	PTYCHOPTERIDAE
PROTOPLASA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	PTYCHOPTEROMORPHA	NA	TANYDERIDAE	NA	NA	NA	PROTOPLASA	NA	2	PROTOPLASA	PROTOPLASA
CRYPTOLABIS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	TIPULOMORPHA	NA	TIPULIDAE	LIMONIINAE	ERIOPTERINI	NA	CRYPTOLABIS	NA	44	CRYPTOLABIS	CRYPTOLABIS
ERIOPTERA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	TIPULOMORPHA	NA	TIPULIDAE	LIMONIINAE	ERIOPTERINI	NA	ERIOPTERA	NA	5	ERIOPTERA	ERIOPTERA
GONOMYIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	TIPULOMORPHA	NA	TIPULIDAE	LIMONIINAE	ERIOPTERINI	NA	GONOMYIA	NA	3	GONOMYIA	GONOMYIA
HESPEROCONOPA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	TIPULOMORPHA	NA	TIPULIDAE	LIMONIINAE	ERIOPTERINI	NA	HESPEROCONOPA	NA	10	HESPEROCONOPA	HESPEROCONOPA
MOLOPHILUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	TIPULOMORPHA	NA	TIPULIDAE	LIMONIINAE	ERIOPTERINI	NA	MOLOPHILUS	NA	46	MOLOPHILUS	MOLOPHILUS
ORMOSIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	TIPULOMORPHA	NA	TIPULIDAE	LIMONIINAE	ERIOPTERINI	NA	ORMOSIA	NA	7	ORMOSIA	ORMOSIA
RHABDOMASTIX	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	TIPULOMORPHA	NA	TIPULIDAE	LIMONIINAE	ERIOPTERINI	NA	RHABDOMASTIX	NA	2	RHABDOMASTIX	RHABDOMASTIX
HEXATOMA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	TIPULOMORPHA	NA	TIPULIDAE	LIMONIINAE	HEXATOMINI	NA	HEXATOMA	NA	932	HEXATOMA	HEXATOMA
LIMNOPHILA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	TIPULOMORPHA	NA	TIPULIDAE	LIMONIINAE	HEXATOMINI	NA	LIMNOPHILA	NA	56	LIMNOPHILA	LIMNOPHILA
PSEUDOLIMNOPHILA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	TIPULOMORPHA	NA	TIPULIDAE	LIMONIINAE	HEXATOMINI	NA	PSEUDOLIMNOPHILA	NA	129	PSEUDOLIMNOPHILA	PSEUDOLIMNOPHILA
ANTOCHA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	TIPULOMORPHA	NA	TIPULIDAE	LIMONIINAE	LIMONIINI	NA	ANTOCHA	NA	759	ANTOCHA	ANTOCHA
HELIUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	TIPULOMORPHA	NA	TIPULIDAE	LIMONIINAE	LIMONIINI	NA	HELIUS	NA	9	HELIUS	HELIUS
LIMONIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	TIPULOMORPHA	NA	TIPULIDAE	LIMONIINAE	LIMONIINI	NA	LIMONIA	NA	24	LIMONIA	LIMONIA
DICRANOTA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	TIPULOMORPHA	NA	TIPULIDAE	LIMONIINAE	PEDICIINI	NA	DICRANOTA	NA	688	DICRANOTA	DICRANOTA
PEDICIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	TIPULOMORPHA	NA	TIPULIDAE	LIMONIINAE	PEDICIINI	NA	PEDICIA	NA	6	PEDICIA	PEDICIA
PRIONOCERA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	TIPULOMORPHA	NA	TIPULIDAE	TIPULINAE	NA	NA	PRIONOCERA	NA	1	PRIONOCERA	PRIONOCERA
TIPULA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	TIPULOMORPHA	NA	TIPULIDAE	TIPULINAE	NA	NA	TIPULA	NA	608	TIPULA	TIPULA
TIPULIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	TIPULOMORPHA	NA	TIPULIDAE	NA	NA	NA	NA	NA	9	TIPULIDAE	NA
SPHINGIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	LEPIDOPTERA	NA	NA	BOMBYCOIDEA	SPHINGIDAE	NA	NA	NA	NA	NA	1	SPHINGIDAE	SPHINGIDAE
NOCTUIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	LEPIDOPTERA	NA	NA	NOCTUOIDEA	NOCTUIDAE	NA	NA	NA	NA	NA	10	NOCTUIDAE	NOCTUIDAE
ACENTRIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	LEPIDOPTERA	NA	NA	PYRALOIDEA	CRAMBIDAE	NYMPHULINAE	ACENTROPINI	NA	ACENTRIA	NA	17	ACENTRIA	ACENTRIA
PETROPHILA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	LEPIDOPTERA	NA	NA	PYRALOIDEA	CRAMBIDAE	NYMPHULINAE	ARGYRACTINI	NA	PETROPHILA	NA	1	PETROPHILA	PETROPHILA
ELOPHILA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	LEPIDOPTERA	NA	NA	PYRALOIDEA	CRAMBIDAE	NYMPHULINAE	NYMPHULINI	NA	ELOPHILA	NA	2	ELOPHILA	ELOPHILA
PARAPONYX	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	LEPIDOPTERA	NA	NA	PYRALOIDEA	CRAMBIDAE	NYMPHULINAE	NYMPHULINI	NA	PARAPONYX	NA	14	PARAPONYX	PARAPONYX
SYNCLITA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	LEPIDOPTERA	NA	NA	PYRALOIDEA	CRAMBIDAE	NYMPHULINAE	NYMPHULINI	NA	SYNCLITA	NA	46	SYNCLITA	SYNCLITA
CRAMBIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	LEPIDOPTERA	NA	NA	PYRALOIDEA	CRAMBIDAE	NA	NA	NA	NA	NA	44	CRAMBIDAE	NA
PYRALIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	LEPIDOPTERA	NA	NA	PYRALOIDEA	PYRALIDAE	NA	NA	NA	NA	NA	30	PYRALIDAE	PYRALIDAE
ARCHIPS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	LEPIDOPTERA	NA	NA	TORTRICOIDEA	TORTRICIDAE	TORTRICINAE	ARCHIPINI	NA	ARCHIPS	NA	22	ARCHIPS	ARCHIPS
AGAPETUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	GLOSSOSOMATOIDEA	GLOSSOSOMATIDAE	AGAPETINAE	NA	NA	AGAPETUS	NA	17	AGAPETUS	AGAPETUS
GLOSSOSOMA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	GLOSSOSOMATOIDEA	GLOSSOSOMATIDAE	GLOSSOSOMATINAE	GLOSSOSOMATINI	NA	GLOSSOSOMA	NA	868	GLOSSOSOMA	GLOSSOSOMA
PROTOPTILA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	GLOSSOSOMATOIDEA	GLOSSOSOMATIDAE	PROTOPTILINAE	NA	NA	PROTOPTILA	NA	85	PROTOPTILA	PROTOPTILA
GLOSSOSOMATIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	GLOSSOSOMATOIDEA	GLOSSOSOMATIDAE	NA	NA	NA	NA	NA	4	GLOSSOSOMATIDAE	NA
PHYLOCENTROPUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPSYCHOIDEA	DIPSEUDOPSIDAE	HYALOPSYCHINAE	NA	NA	PHYLOCENTROPUS	NA	13	PHYLOCENTROPUS	PHYLOCENTROPUS
ARCTOPSYCHE.LADOGENSIS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPSYCHOIDEA	HYDROPSYCHIDAE	ARCTOPSYCHINAE	NA	NA	ARCTOPSYCHE	ARCTOPSYCHE.LADOGENSIS	47	ARCTOPSYCHE.LADOGENSIS	ARCTOPSYCHE.LADOGENSIS
PARAPSYCHE.APICALIS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPSYCHOIDEA	HYDROPSYCHIDAE	ARCTOPSYCHINAE	NA	NA	PARAPSYCHE	PARAPSYCHE.APICALIS	109	PARAPSYCHE.APICALIS	PARAPSYCHE.APICALIS
DIPLECTRONA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPSYCHOIDEA	HYDROPSYCHIDAE	DIPLECTRONINAE	NA	NA	DIPLECTRONA	NA	325	DIPLECTRONA	DIPLECTRONA
HOMOPLECTRA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPSYCHOIDEA	HYDROPSYCHIDAE	DIPLECTRONINAE	NA	NA	HOMOPLECTRA	NA	3	HOMOPLECTRA	HOMOPLECTRA
CHEUMATOPSYCHE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPSYCHOIDEA	HYDROPSYCHIDAE	HYDROPSYCHINAE	NA	NA	CHEUMATOPSYCHE	NA	903	CHEUMATOPSYCHE	CHEUMATOPSYCHE
HYDROPSYCHE.ALHEDRA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPSYCHOIDEA	HYDROPSYCHIDAE	HYDROPSYCHINAE	NA	NA	HYDROPSYCHE	HYDROPSYCHE.ALHEDRA	282	HYDROPSYCHE.ALHEDRA	HYDROPSYCHE.ALHEDRA
HYDROPSYCHE.BETTENI	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPSYCHOIDEA	HYDROPSYCHIDAE	HYDROPSYCHINAE	NA	NA	HYDROPSYCHE	HYDROPSYCHE.BETTENI	434	HYDROPSYCHE.BETTENI	HYDROPSYCHE.BETTENI
HYDROPSYCHE.BRONTA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPSYCHOIDEA	HYDROPSYCHIDAE	HYDROPSYCHINAE	NA	NA	HYDROPSYCHE	HYDROPSYCHE.BRONTA	416	HYDROPSYCHE.BRONTA	HYDROPSYCHE.BRONTA
HYDROPSYCHE.DICANTHA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPSYCHOIDEA	HYDROPSYCHIDAE	HYDROPSYCHINAE	NA	NA	HYDROPSYCHE	HYDROPSYCHE.DICANTHA	18	HYDROPSYCHE.DICANTHA	HYDROPSYCHE.DICANTHA
HYDROPSYCHE.MOROSA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPSYCHOIDEA	HYDROPSYCHIDAE	HYDROPSYCHINAE	NA	NA	HYDROPSYCHE	HYDROPSYCHE.MOROSA	473	HYDROPSYCHE.MOROSA	HYDROPSYCHE.MOROSA
HYDROPSYCHE.SCALARIS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPSYCHOIDEA	HYDROPSYCHIDAE	HYDROPSYCHINAE	NA	NA	HYDROPSYCHE	HYDROPSYCHE.SCALARIS	29	HYDROPSYCHE.SCALARIS	HYDROPSYCHE.SCALARIS
HYDROPSYCHE.SLOSSONAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPSYCHOIDEA	HYDROPSYCHIDAE	HYDROPSYCHINAE	NA	NA	HYDROPSYCHE	HYDROPSYCHE.SLOSSONAE	863	HYDROPSYCHE.SLOSSONAE	HYDROPSYCHE.SLOSSONAE
HYDROPSYCHE.SPARNA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPSYCHOIDEA	HYDROPSYCHIDAE	HYDROPSYCHINAE	NA	NA	HYDROPSYCHE	HYDROPSYCHE.SPARNA	976	HYDROPSYCHE.SPARNA	HYDROPSYCHE.SPARNA
HYDROPSYCHE.VENTURA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPSYCHOIDEA	HYDROPSYCHIDAE	HYDROPSYCHINAE	NA	NA	HYDROPSYCHE	HYDROPSYCHE.VENTURA	309	HYDROPSYCHE.VENTURA	HYDROPSYCHE.VENTURA
HYDROPSYCHE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPSYCHOIDEA	HYDROPSYCHIDAE	HYDROPSYCHINAE	NA	NA	HYDROPSYCHE	NA	614	HYDROPSYCHE	NA
MACROSTEMUM	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPSYCHOIDEA	HYDROPSYCHIDAE	MACRONEMATINAE	MACRONEMATINI	NA	MACROSTEMUM	NA	26	MACROSTEMUM	MACROSTEMUM
HYDROPSYCHIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPSYCHOIDEA	HYDROPSYCHIDAE	NA	NA	NA	NA	NA	110	HYDROPSYCHIDAE	NA
CERNOTINA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPSYCHOIDEA	POLYCENTROPODIDAE	POLYCENTROPODINAE	NA	NA	CERNOTINA	NA	2	CERNOTINA	CERNOTINA
CYRNELLUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPSYCHOIDEA	POLYCENTROPODIDAE	POLYCENTROPODINAE	NA	NA	CYRNELLUS	NA	2	CYRNELLUS	CYRNELLUS
NEURECLIPSIS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	TRICHOPTERA	NA	NA	HYDROPSYCHOIDEA	POLYCENTROPODIDAE	POLYCENTROPODINAE	NA	NA	NEURECLIPSIS	NA	24	NEURECLIPSIS	NEURECLIPSIS
